claim_id,section,statement,claim_type,tier,evidence,status,priority,last_checked,note,source_ref,stale_after
5.4-s1p-transplant,5.4,S1P 預處理可保護移植器官。,therapeutic,,,unsupported,high,2026-07-31,"split_from: 5.4-s1p-preconditioning。三式檢索（S1P 預處理＋糖萼脫落＋缺血再灌注＋移植／S1P＋供體器官保存＋移植物功能＋預處理／""S1P""＋glycocalyx＋graft＋機械灌流）查無任何以移植結果為終點的 S1P 預處理原始研究。僅得綜述：PMID:33671524（腎移植 IRI 與糖萼）與 DOI:10.3390/ijms22084019（器官保存與糖萼），兩者均列 S1P 為候選保護分子，並明言現有證據多屬實驗性、缺乏臨床研究；依 SCHEMA §5 綜述不足以單獨支持 verified，循其引用亦未追到移植終點的原始研究。〔注意〕另查到一篇方向相反的移植研究：大鼠異位心臟移植，冷保存損傷由 S1P 誘發，S1PR3 拮抗劑反而減輕冷損傷。該研究介入為受體拮抗而非給予 S1P、損傷型態為冷保存而非缺血再灌注、無糖萼終點，屬相關但不對位；本次未取得識別碼，故未依 §4 寫入 ~ token，待補",glycocalyx/v3#5.4;intake/2026-07-28-糖萼層生理#L116,
5.5-biomarker-endocan,5.5,Endocan 作為生物標記的敏感度為 77%、特異度為 70%，高死亡風險 OR 為 5.06。,epidemiology,meta,DOI:10.1002/mbo3.70155,partial,high,2026-07-26,OR 5.06 已驗證：6 篇研究 n=435；95% CI 2.52-10.18；I²=42.5 異質性低。敏感度77%/特異度70% 查無出處，該薈萃分析未報告 endocan 之敏感度特異度。最接近者為重症肺炎預測 ARDS 之 78.7%/70.3%（cutoff 11.6 ng/mL），疾病與終點均不同，疑為跨疾病誤植。建議拆為兩條 claim。,glycocalyx/v3#5.5;intake/2026-07-28-糖萼層生理#L130,
5.5-biomarker-ha-lmw,5.5,低分子量 HA 作為生物標記的敏感度為 80%、特異度為 75%，與認知衰退相關。,epidemiology,,,unsupported,high,2026-07-26,查無出處。血漿認知衰退標記領域由 pTau217、pTau181、NfL、GFAP、Aβ42/40 主導，檢索未出現任何以低分子量透明質酸為認知衰退標記之研究。可能與 5.3-pbr-precedes-cognitive-2-3y 同源。,glycocalyx/v3#5.5;intake/2026-07-28-糖萼層生理#L128,
5.5-biomarker-hs-fragment,5.5,HS 片段作為生物標記的敏感度為 72%、特異度為 81%，與血栓風險正相關。,epidemiology,,,unsupported,high,2026-07-26,查無出處。HS 片段確為內皮損傷標記（危重症、COVID-19 相關 ARDS、移植排斥），但未見建立診斷切點或預測血栓風險之研究。機制上合理（見 2.4-3o-sulfation-atiii）但無臨床驗證，屬把機制推論寫成流行病學數據。,glycocalyx/v3#5.5;intake/2026-07-28-糖萼層生理#L127,
5.5-biomarker-thrombomodulin,5.5,Thrombomodulin 在 HFpEF 中與住院或死亡的風險比為 2.10。,epidemiology,human_obs,DOI:10.1161/JAHA.124.040179,partial,high,2026-07-26,JAHA STANISLAS/MEDIA-DHF/BIOSTAT-CHF 世代。方向與關聯獲支持：perlecan 與 thrombomodulin 較高者 HFpEF 住院與死亡風險顯著上升，校正基線後仍成立。但 HR 2.10 未能在摘要層級確認，需取全文核對世代與 tertile 定義。,glycocalyx/v3#5.5;intake/2026-07-28-糖萼層生理#L131,
5.5-ha-cutoff-100,5.5,血漿 hyaluronan 高於 100 ng/mL 為早期糖萼損傷的切點。,epidemiology,,,unverified,high,,出自 §5.1 血漿標記表「早期糖萼損傷切點」欄。恰為同表正常值 50 ng/mL 的兩倍，見批次報告的比值分析,glycocalyx/heparanase#5.1,
5.5-ha-lmw-sarcopenia,5.5,HA 低分子量化減少骨骼肌營養供應並與肌少症相關。,mechanism,,,unverified,med,,與 5.5-biomarker-ha-lmw（已判 unsupported）為同一分子的不同終點，依 SCHEMA §2 屬不同條,intake/2026-07-28-糖萼層生理#L119,
5.5-ha-normal-50,5.5,血漿 hyaluronan 的正常值低於 50 ng/mL。,measurement,,,unverified,high,,出自 §5.1 血漿標記表「正常值」欄,glycocalyx/heparanase#5.1,
5.5-ha-reflects-hyaluronidase,5.5,血漿 hyaluronan 濃度反映透明質酸酶活性。,mechanism,,,unverified,med,,出自 §5.1 血漿標記表「臨床意義」欄,glycocalyx/heparanase#5.1,
5.5-hs-cutoff-600,5.5,血漿 heparan sulfate 高於 600 ng/mL 為早期糖萼損傷的切點。,epidemiology,,,unverified,high,,出自 §5.1 血漿標記表「早期糖萼損傷切點」欄。恰為同表正常值 300 ng/mL 的兩倍，見批次報告的比值分析,glycocalyx/heparanase#5.1,
5.5-hs-most-specific,5.5,四項血漿糖萼標記中 heparan sulfate 的特異度最高。,epidemiology,,,unverified,med,,原文「特異性最高」未指明比較對象，依表格脈絡限定為表列四項標記，該限定為抽取時所加，記此,glycocalyx/heparanase#5.1,
5.5-hs-normal-300,5.5,血漿 heparan sulfate 的正常值低於 300 ng/mL。,measurement,,,unverified,high,,出自 §5.1 血漿標記表「正常值」欄,glycocalyx/heparanase#5.1,
5.5-hs-reflects-heparanase,5.5,血漿 heparan sulfate 濃度反映 heparanase 活性。,mechanism,,,unverified,med,,出自 §5.1 血漿標記表「臨床意義」欄,glycocalyx/heparanase#5.1,
5.5-pbr-1-3m-after-diagnosis,5.5,糖尿病診斷後 1-3 個月內 PBR 即顯著增加。,epidemiology,,,unverified,high,,出自 §5.1 SDF 段「已證實」句,glycocalyx/heparanase#5.1,
5.5-pbr-earlier-than-organ-damage,5.5,PBR 升高比任何器官損傷指標都更早出現。,epidemiology,,,unverified,high,,原文為括號內的「比任何器官損傷都早」。全稱量詞「任何」逐字保留——該措辭是可證偽性的關鍵，只要有一個反例即不成立,glycocalyx/heparanase#5.1,
5.5-pbr-sdc1-correlation,5.5,PBR 升高與血漿 Syndecan-1 升高通常呈正相關。,measurement,human_obs,PMID:29462714;PMID:36523784,partial,med,2026-07-30,方向成立但強度與「通常」皆不成立。PMID:29462714（human_obs，非敗血症加護病人）報告 syndecan-1 與舌下 PBR 呈弱相關；r=0.40（p=0.002）此一數值僅見於同研究群的 ISICEM 會議摘要（DOI:10.1186/s13054-018-1973-5），同儕審查全文只寫「weak correlation」未給係數。PMID:36523784（human_obs，CABG 體外循環，n=23）同樣為弱相關，且 PBR 與 heparan sulfate、E-selectin、thrombomodulin 的相關性為中度，明顯高於與 syndecan-1 者；該文結論明言無單一標記能代表糖萼全貌。同一份 ISICEM 增刊另一篇敗血症摘要（n=31）則報告 syndecan-1 與 APACHE II、Ang-2/Ang-1 相關但與 PBR 不相關，作者自述為 apparent discrepancy。〔推論〕原 note 假設「若成立則兩者可互為驗證」不成立：兩者量的是不同的東西——PBR 是當下的屏障通透性，syndecan-1 是累積的脫落產物血中濃度，弱相關是預期而非缺陷。〔注意〕支持與反駁的兩篇摘要共用同一個增刊 DOI，該識別碼無法作為 ! 前綴 token 使用，故 evidence 僅收兩篇全文,glycocalyx/v3#5.5,
5.5-pbr-vs-hba1c-cv-events,5.5,PBR 預測心血管事件的能力優於 HbA1c。,epidemiology,,,unverified,high,,與 5.6.2-dr-biomarker-vs-hba1c（血中標記對 DR 嚴重度的敏感度高於 HbA1c）同型比較而終點不同，兩列須併看,glycocalyx/heparanase#5.1,
5.5-sdc1-cutoff-80-100,5.5,血漿 Syndecan-1 高於 80-100 ng/mL 為早期糖萼損傷的切點。,epidemiology,,,unverified,high,,出自 §5.1 血漿標記表「早期糖萼損傷切點」欄。這是 syndecan-1 的第三個切點值，與 5.1-sdc1-cutoff-40（敗血症 40）、5.6.1-dkd-sdc1-100-4-6x（DKD 100）並存，三者的族群與終點皆不同。四組閾值的比值型態見批次報告,glycocalyx/heparanase#5.1,
5.5-sdc1-earlier-than-microalbuminuria-6-12m,5.5,血漿 Syndecan-1 升高比微量白蛋白尿早 6-12 個月出現。,epidemiology,,,unverified,high,,與 5.6.1-dkd-sdc1-earlier-than-uacr（同方向但未給前導時間，來源 §2.6）互相標註。〔注意〕與同文件 §5.5 的「微量白蛋白尿出現前數年」（本批 5.7-detect-years-before-microalbuminuria）量級不一致，兩列須併看,glycocalyx/heparanase#5.1,
5.5-sdc1-hs-dual-elevation-8-12x,5.5,第 2 型糖尿病患者的 Syndecan-1 與 heparan sulfate 兩項同時升高者，2 年內發生微量白蛋白尿的風險增加 8-12 倍。,epidemiology,,,unverified,high,,"原文附「2024–2025 多項前瞻性研究（Diabetologia, Kidney Int）證實」，具名期刊但未具名論文，時間形容詞依 SCHEMA §6 移除，原措辭記此供查證",glycocalyx/heparanase#5.1,
5.5-sdc1-most-sensitive,5.5,四項血漿糖萼標記中 Syndecan-1 的敏感度最高。,epidemiology,,,unverified,med,,原文「最敏感」未指明比較對象，依表格脈絡限定為表列四項標記（Syndecan-1、heparan sulfate、hyaluronan、可溶性 thrombomodulin），該限定為抽取時所加，記此,glycocalyx/heparanase#5.1,
5.5-sdc1-normal-40,5.5,血漿 Syndecan-1 的正常值低於 40 ng/mL。,measurement,,,unverified,high,,出自 §5.1 血漿標記表「正常值」欄。〔注意〕同一個 40 ng/mL 在本帳本已有另一個角色：5.1-sdc1-cutoff-40（敗血症死亡率預測切點，已判 partial），該列查證取得的敗血症實測基礎值約 103 ng/mL。同一數字在同一專案內一處是正常上限、一處是死亡預測切點，兩列須併看,glycocalyx/heparanase#5.1,
5.5-stm-cutoff-8,5.5,血漿可溶性 thrombomodulin 高於 8 ng/mL 為早期糖萼損傷的切點。,epidemiology,,,unverified,high,,出自 §5.1 血漿標記表「早期糖萼損傷切點」欄。四組閾值中唯一不是正常值整數倍者（比值 1.6）,glycocalyx/heparanase#5.1,
5.5-stm-normal-5,5.5,血漿可溶性 thrombomodulin 的正常值低於 5 ng/mL。,measurement,,,unverified,high,,出自 §5.1 血漿標記表「正常值」欄,glycocalyx/heparanase#5.1,
5.5-stm-reflects-endothelial-injury,5.5,可溶性 thrombomodulin 升高同時反映內皮損傷。,mechanism,,,unverified,med,,出自 §5.1 血漿標記表「臨床意義」欄。原文「同時」指除糖萼損傷外亦反映內皮損傷,glycocalyx/heparanase#5.1,
5.5-triple-biomarker-elevation,5.5,糖尿病、慢性腎病、冠心病與敗血症患者的血中 syndecan-1、heparan sulfate 與 hyaluronan 濃度皆顯著升高。,epidemiology,,,unverified,high,,四個疾病族群 × 三個標記的複合宣稱。依 SCHEMA §6 本可拆為多條，但原文即以此複合形式呈現且未給任何一組的具體數值，拆列會產生十二條同樣無數值的空列。查證時若發現各族群證據強度不同，再依 §6 拆。〔2026-08-01〕claim_type 由 fact 改為 epidemiology（schema v8 逐列複核）,glycocalyx/heparanase#1.4;glycocalyx/heparanase#3.4,
5.6-macrovascular-heparanase-evidence-1b,5.6,Heparanase 在糖尿病大血管病變中的致病角色，證據等級為 1B。,epidemiology,,,unverified,high,,§6.3.3 表證據等級欄,glycocalyx/heparanase#6.3.3,
5.6-macrovascular-plaque-instability,5.6,動脈粥樣斑塊內巨噬細胞的 heparanase 促進斑塊不穩定。,mechanism,,,unverified,med,,§6.3.3 表第 4 列。本列是本帳本首條糖尿病大血管病變的 claim——前四節（§2–§4）只收腎、眼、神經三個微血管併發症。依 TOPICS v2，5.6 已更名為「糖尿病慢性併發症」，本列落於總論節點而非三個子節點之一,glycocalyx/heparanase#6.3.3,
5.6.1-dkd-animal-thickness-60-80pct,5.6.1,動物模型中糖萼厚度於 1-2 週內減少 60-80%。,fact,,,unverified,high,,具體數值加時間窗。與 2.2-pathological-50-90pct、4.2.1-dm-thickness-50-70pct 為同族的厚度減少數值但條件不同（動物模型、1-2 週），三者並存以保留可偵測的漂移,glycocalyx/heparanase#2.2,
5.6.1-dkd-biomarker-uacr-correlation,5.6.1,糖尿病患者血中 syndecan-1、heparan sulfate 與 hyaluronan 濃度與尿白蛋白/肌酸酐比高度相關。,epidemiology,,,unverified,high,,「高度相關」無相關係數，查證時須取得實際數值。〔2026-08-01〕claim_type 由 fact 改為 epidemiology（STATUS §5 核准，選項 A）,glycocalyx/heparanase#2.4,
5.6.1-dkd-charge-selectivity-70pct,5.6.1,正常腎小球濾過屏障 70% 的電荷選擇性來自糖萼的 HS。,fact,,,unverified,high,,具體數值。與 2.2-glomerular-hs-charge 為不同條：該列為電荷屏障的定性命題（且為混合宣稱，見 STATUS §5 待拆），本列為 70% 這個定量歸因。〔2026-08-01〕schema v8 複核保留 claim_type=fact（statement 不含因果連接詞），但本列為定量歸因，查證時採 mechanism 的檢索取向（酵素對照實驗）而非數值比對,glycocalyx/heparanase#2.3,
5.6.1-dkd-em-early-thinning,5.6.1,電子顯微鏡顯示 DKD 早期甚至正常白蛋白尿階段糖萼已明顯變薄。,epidemiology,,,unverified,high,,「正常白蛋白尿階段」是關鍵限定——若成立則支持糖萼損傷早於現行臨床指標。〔2026-08-01〕claim_type 由 fact 改為 measurement（schema v8 逐列複核）〔2026-08-02〕claim_type 由 measurement 改為 epidemiology（schema v9 人體閘門）,glycocalyx/heparanase#2.4,
5.6.1-dkd-ext1-ko-mouse,5.6.1,內皮特異性敲除 EXT1 的小鼠出現自發性蛋白尿與腎小球硬化。,mechanism,,,unverified,high,,與 5.6.1-dkd-hs-ko-proteinuria 為不同條：該列敲除的是 HS 本身，本列敲除的是合成酵素 EXT1，且本列含腎小球硬化這個額外表型,glycocalyx/heparanase#2.4,
5.6.1-dkd-glycocalyx-reversible-window,5.6.1,糖萼損傷是糖尿病腎病變最早的可逆階段，此後進入不可逆結構傷害。,mechanism,,,unverified,high,,「可逆」為強宣稱，須有逆轉實證而非僅時序推論,glycocalyx/heparanase#2.1,
5.6.1-dkd-heparanase-10-50x,5.6.1,DKD 患者腎組織中 heparanase 升高 10-50 倍。,epidemiology,,,unverified,high,,具體數值。本檔另有視網膜 20-100 倍、坐骨神經 30-80 倍的平行數值，屆時分列並互相標註以偵測漂移。〔2026-08-01〕claim_type 由 fact 改為 epidemiology（schema v8 逐列複核）〔2026-08-02〕§6.3.3 表第 1 列重述同一倍數與同一誘導因子組合（高血糖、AGEs、Ang II），追加 source_ref,glycocalyx/heparanase#2.2;glycocalyx/heparanase#6.3.3,
5.6.1-dkd-heparanase-evidence-1a,5.6.1,Heparanase 在糖尿病腎病變中的致病角色，證據等級為 1A。,epidemiology,,,unverified,high,,§6.3.3 表證據等級欄。本檔首次為 heparanase 的疾病角色標註證據等級,glycocalyx/heparanase#6.3.3,
5.6.1-dkd-heparanase-glomerular-podocyte,5.6.1,高血糖、AGEs 與 Angiotensin II 誘導腎小球內皮與足細胞表現 heparanase。,mechanism,,,unverified,high,,三個誘導因子 × 兩種細胞。Ang II 為本檔反覆出現的上游，與 4.1.3（肝素酶上游調控）主題相關，但本列限定於腎小球細胞，故歸 5.6.1,glycocalyx/heparanase#2.2,
5.6.1-dkd-hs-ko-proteinuria,5.6.1,動物實驗中單獨敲除內皮 heparan sulfate 即足以引起大量蛋白尿，不需足細胞傷害。,mechanism,,,unverified,high,,關鍵的因果分離實驗。「不需足細胞傷害」是強宣稱，須確認原始研究是否直接檢驗足細胞完整性,glycocalyx/heparanase#2.3,
5.6.1-dkd-inflammatory-mediators,5.6.1,TNF-α、IL-1β 與 MCP-1 由單核細胞與足細胞釋放並活化 MMP-2/9 與 ADAM17。,mechanism,,,unverified,med,,足細胞作為發炎介質來源是 DKD 特有，MCP-1 為 v3 未涵蓋的分子,glycocalyx/heparanase#2.2,
5.6.1-dkd-mechanical-barrier-collapse,5.6.1,糖萼變薄使內皮直接暴露，導致白血球黏附、微血栓與內皮活化，蛋白尿本身再誘導足細胞與小管傷害。,mechanism,,,unverified,med,,含兩個環節（暴露後的內皮事件／蛋白尿的二次傷害），原文以惡性循環串接。查證時若兩環節證據強度不同，依 SCHEMA §6 拆,glycocalyx/heparanase#2.3,
5.6.1-dkd-microalbuminuria-is-glycocalyx,5.6.1,微量白蛋白尿的本質是糖萼病變。,mechanism,,,unverified,high,,強等同宣稱。原文以「就是」表述，未保留任何模態。查證時須確認文獻是否支持此等同，或僅支持「糖萼損傷是微量白蛋白尿的原因之一」,glycocalyx/heparanase#2.6,
5.6.1-dkd-mito-ros-nox4,5.6.1,高血糖經粒線體 ROS 與 NOX4 活化直接氧化斷裂 HS 側鏈。,mechanism,,,unverified,high,,與 3.4-nox-uncoupled-enos-mito-ros 為不同條：該列為慢性發炎的泛 ROS 來源（NOX1/2/4），本列限定高血糖且指名 NOX4,glycocalyx/heparanase#2.2,
5.6.1-dkd-ras-ang2-adam17,5.6.1,高血糖使局部 Angiotensin II 增加，上調 heparanase 與 ADAM17，造成 syndecan-1 與 glypican-1 大量脫落。,mechanism,,,unverified,high,,RAS 路徑。與 4.1-adam10-adam17-shedding 為不同條：該列的上游是細胞激素，本列是 Ang II,glycocalyx/heparanase#2.2,
5.6.1-dkd-sdc1-100-4-6x,5.6.1,syndecan-1 高於 100 ng/mL 預測 DKD 進展風險增加 4-6 倍。,epidemiology,,,unverified,high,,具體切點加效果量。與 5.1-sdc1-cutoff-40（敗血症 40 ng/mL）為不同條：切點、疾病、終點均不同。兩列並存可偵測切點在不同疾病間的漂移。〔2026-08-01〕claim_type 由 fact 改為 epidemiology（STATUS §5 核准，選項 A）,glycocalyx/heparanase#2.4,
5.6.1-dkd-sdc1-earlier-than-uacr,5.6.1,早期檢測血中 syndecan-1 與 heparan sulfate 可比 UACR 更早發現 DKD。,epidemiology,,,unverified,high,,比較級但可證偽（兩指標的前導時間可量測）。與 5.7 的早期診斷主題相關，但本列限定 DKD，故歸 5.6.1。〔2026-08-01〕claim_type 由 fact 改為 epidemiology（schema v8 逐列複核）,glycocalyx/heparanase#2.6,
5.6.1-dkd-sdf-sublingual-50pct,5.6.1,側流暗場影像顯示第 2 型糖尿病患者舌下微血管糖萼厚度減少 50%。,epidemiology,,,unverified,high,,具體數值。量測部位為舌下而非腎臟——以舌下微循環代表腎小球狀態是本檔多處採用的推論，該推論本身未被檢驗。〔2026-08-01〕claim_type 由 fact 改為 measurement（STATUS §5 核准，選項 A）〔2026-08-02〕claim_type 由 measurement 改為 epidemiology（schema v9 人體閘門）,glycocalyx/heparanase#2.4,
